"The configuration file has changed. Run app:config:import or setup:upgrade command to synchronize configuration.","The configuration file has changed. Run app:config:import or setup:upgrade command to synchronize configuration.","module","Magento_Deploy"
"Wrong type specified: '%1'","Wrong type specified: '%1'","module","Magento_Deploy"
"Wrong queue type specified.","Wrong queue type specified.","module","Magento_Deploy"
"subtotal","subtotal","module","Magento_Reminder"
"BeagleScore","BeagleScore","module","Magento_Eway"
"eWAY","eWAY","module","Magento_Eway"
"Live API Key","Live API Key","module","Magento_Eway"
"Live API Password","Live API Password","module","Magento_Eway"
"Live Client-side Encryption Key","Live Client-side Encryption Key","module","Magento_Eway"
"Sandbox API Password","Sandbox API Password","module","Magento_Eway"
"Sandbox Client-side Encryption Key","Sandbox Client-side Encryption Key","module","Magento_Eway"
"Order Review","Order Review","module","Magento_Multishipping"
"An error occurred while processing your form. Please try again later.","An error occurred while processing your form. Please try again later.","module","Magento_Contact"
"Name is missing","Name is missing","module","Magento_Contact"
"Comment is missing","Comment is missing","module","Magento_Contact"
"Invalid email address","Invalid email address","module","Magento_Contact"
"RuntimeException","RuntimeException","module","Magento_Cms"
"Delete %1","Delete %1","module","Magento_Cms"
"Are you sure you want to delete a %1 record?","Are you sure you want to delete a %1 record?","module","Magento_Cms"
"Content Management","Content Management","module","Magento_Cms"
"Block","Block","module","Magento_Cms"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?","module","Magento_Cms"
"Provided file content must be valid base64 encoded data.","Provided file content must be valid base64 encoded data.","module","Magento_Downloadable"
"Provided product must be type 'downloadable'.","Provided product must be type 'downloadable'.","module","Magento_Downloadable"
"There is no downloadable sample with provided ID.","There is no downloadable sample with provided ID.","module","Magento_Downloadable"
"Links","Links","module","Magento_Downloadable"
"Sample","Sample","module","Magento_Downloadable"
"Samples","Samples","module","Magento_Downloadable"
"Is this a downloadable Product?","Is this a downloadable Product?","module","Magento_Downloadable"
"U","U","module","Magento_Downloadable"
"Go to <a href=""%1"">My Downloadable Products</a>","Go to <a href=""%1"">My Downloadable Products</a>","module","Magento_Downloadable"
"We don't have as many ""%1"" as you requested.","We don't have as many ""%1"" as you requested.","module","Magento_CatalogInventory"
"FTP","FTP","module","Magento_Backup"
"RMA","RMA","module","Magento_Rma"
"No such entity with %1 = %2, %3 = %4","No such entity with %1 = %2, %3 = %4","module","Magento_Rma"
"#","#","module","Magento_Rma"
"Ok","Ok","module","Magento_Rma"
"Banners","Banners","module","Magento_Banner"
"Banner","Banner","module","Magento_Banner"
"Content Area","Content Area","module","Magento_Banner"
"Footer","Footer","module","Magento_Banner"
"Header","Header","module","Magento_Banner"
"Left Column","Left Column","module","Magento_Banner"
"Right Column","Right Column","module","Magento_Banner"
"Variable ID","Variable ID","module","Magento_Variable"
"Sprintline","Sprintline","module","Magento_Dhl"
"Secureline","Secureline","module","Magento_Dhl"
"Europack","Europack","module","Magento_Dhl"
"Jetline","Jetline","module","Magento_Dhl"
"DHL service is not available at %s date","DHL service is not available at %s date","module","Magento_Dhl"
"DHL","DHL","module","Magento_Dhl"
"Swatch","Swatch","module","Magento_Swatches"
"Select from the following attribute values for this product. Each unique combination of values creates a unique product SKU.","Select from the following attribute values for this product. Each unique combination of values creates a unique product SKU.","module","Magento_Swatches"
"Options","Options","module","Magento_Ui"
"Show Swatches in Product List","Show Swatches in Product List","module","Magento_Swatches"
"Admin","Admin","module","Magento_Swatches"
"The value of Admin must be unique. (%1)","The value of Admin must be unique. (%1)","module","Magento_Swatches"
"<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.                                Use PayPal’ s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.                                Use PayPal’ s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","module","Magento_Paypal"
"payflowpro","payflowpro","module","Magento_Paypal"
"sandbox_button_label","sandbox_button_label","module","Magento_Paypal"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order.","module","Magento_Paypal"
"Matched whole nine-digit ZIP (no Address)","Matched whole nine-digit ZIP (no Address)","module","Magento_Paypal"
"Yes. Matched Address and five-digit ZIP","Yes. Matched Address and five-digit ZIP","module","Magento_Paypal"
"CNPJ","CNPJ","module","Magento_Paypal"
"CPF","CPF","module","Magento_Paypal"
"IPN ""%1""","IPN ""%1""","module","Magento_Paypal"
"Payflow PNREF: #%1.","Payflow PNREF: #%1.","module","Magento_Paypal"
"Recommended Solutions:","Recommended Solutions:","module","Magento_Paypal"
"Other PayPal Payment Solutions:","Other PayPal Payment Solutions:","module","Magento_Paypal"
"Other Payment Methods:","Other Payment Methods:","module","Magento_Paypal"
"PayPal All-in-One Payment Solutions&nbsp;<i>Accept and process credit cards and PayPal payments.</i>","PayPal All-in-One Payment Solutions&nbsp;<i>Accept and process credit cards and PayPal payments.</i>","module","Magento_Paypal"
"Payments Pro","Payments Pro","module","Magento_Paypal"
"PayPal Payment Gateways&nbsp;<i>Process payments using your own internet merchant account.</i>","PayPal Payment Gateways&nbsp;<i>Process payments using your own internet merchant account.</i>","module","Magento_Paypal"
"PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>","PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>","module","Magento_Paypal"
"Website Payments Pro","Website Payments Pro","module","Magento_Paypal"
"Payments Advanced","Payments Advanced","module","Magento_Paypal"
"Accept payments with a PCI-compliant checkout that keeps customers on your site. (<u>Includes Express Checkout</u>)","Accept payments with a PCI-compliant checkout that keeps customers on your site. (<u>Includes Express Checkout</u>)","module","Magento_Paypal"
"Payflow Link","Payflow Link","module","Magento_Paypal"
"Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","module","Magento_Paypal"
"Accept payments with a PCI compliant checkout that keeps customers on your site. (<u>Includes Express Checkout</u>)","Accept payments with a PCI compliant checkout that keeps customers on your site. (<u>Includes Express Checkout</u>)","module","Magento_Paypal"
"Payflow Pro","Payflow Pro","module","Magento_Paypal"
"Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","module","Magento_Paypal"
"Vault Enabled","Vault Enabled","module","Magento_Paypal"
"Card Issuer Is Outside The United States","Card Issuer Is Outside The United States","module","Magento_Paypal"
"Smart Post","Smart Post","module","Magento_Fedex"
"Invalid response from carrier","Invalid response from carrier","module","Magento_Fedex"
"No available tracking items","No available tracking items","module","Magento_Fedex"
"FedEx","FedEx","module","Magento_Fedex"
"Web-Services URL (Sandbox)","Web-Services URL (Sandbox)","module","Magento_Fedex"
"cms_page","cms_page","module","Magento_CmsStaging"
"cms_block","cms_block","module","Magento_CmsStaging"
"Magento\Cms\Api\Data\BlockInterface","Magento\Cms\Api\Data\BlockInterface","module","Magento_CmsStaging"
"Magento\Cms\Api\Data\PageInterface","Magento\Cms\Api\Data\PageInterface","module","Magento_CmsStaging"
"Currently Active","Currently Active","module","Magento_CmsStaging"
"The block will be removed from the update and all scheduled changes will be lost.","The block will be removed from the update and all scheduled changes will be lost.","module","Magento_CmsStaging"
"Remove CMS page from Update","Remove CMS page from Update","module","Magento_CmsStaging"
"The page will be removed from the update and all scheduled changes will be lost.","The page will be removed from the update and all scheduled changes will be lost.","module","Magento_CmsStaging"
"CAPTCHA","CAPTCHA","module","Magento_Captcha"
"Electronic payments save the trees.","Electronic payments save the trees.","module","Magento_Authorizenet"
"OPEN","OPEN","module","Magento_Signifyd"
"PROCESSING","PROCESSING","module","Magento_Signifyd"
"FLAGGED","FLAGGED","module","Magento_Signifyd"
"DISMISSED","DISMISSED","module","Magento_Signifyd"
"HELD","HELD","module","Magento_Signifyd"
"GOOD","GOOD","module","Magento_Signifyd"
"FRAUDULENT","FRAUDULENT","module","Magento_Signifyd"
"UNSET","UNSET","module","Magento_Signifyd"
"NULL","NULL","module","Magento_Signifyd"
"APPROVED","APPROVED","module","Magento_Signifyd"
"DECLINED","DECLINED","module","Magento_Signifyd"
"PENDING","PENDING","module","Magento_Signifyd"
"CANCELED","CANCELED","module","Magento_Signifyd"
"IN_REVIEW","IN_REVIEW","module","Magento_Signifyd"
"Approved","Approved","module","Magento_Signifyd"
"Declined","Declined","module","Magento_Signifyd"
"Pending","Pending","module","Magento_Signifyd"
"Canceled","Canceled","module","Magento_Signifyd"
"In Review","In Review","module","Magento_Signifyd"
"Unrequested","Unrequested","module","Magento_Signifyd"
"Awaiting the Signifyd guarantee disposition.","Awaiting the Signifyd guarantee disposition.","module","Magento_Signifyd"
"Only single entrance of ""%1"" node is required.","Only single entrance of ""%1"" node is required.","module","Magento_Signifyd"
"Not empty value for ""%1"" node is required.","Not empty value for ""%1"" node is required.","module","Magento_Signifyd"
"%1 must implement %2","%1 must implement %2","module","Magento_Signifyd"
"Case with the same order id already exists.","Case with the same order id already exists.","module","Magento_Signifyd"
"Signifyd Guarantee Decision","Signifyd Guarantee Decision","module","Magento_Signifyd"
"Fraud Protection Section","Fraud Protection Section","module","Magento_Signifyd"
"Protect your store from fraud with Guaranteed Fraud Protection by Signifyd.","Protect your store from fraud with Guaranteed Fraud Protection by Signifyd.","module","Magento_Signifyd"
"Configuration","Configuration","module","Magento_Signifyd"
"API URL","API URL","module","Magento_Signifyd"
"Webhook URL","Webhook URL","module","Magento_Signifyd"
"test message","test message","module","Magento_GiftCardAccount"
"total).","total).","module","Magento_GiftCardAccount"
"%store_name","%store_name","module","Magento_GiftCardAccount"
"Low Code Pool Threshold","Low Code Pool Threshold","module","Magento_GiftCardAccount"
"Unsupported varnish version","Unsupported varnish version","module","Magento_PageCache"
"Backend host","Backend host","module","Magento_PageCache"
"Website was not found","Website was not found","module","Magento_Store"
"Group was not found","Group was not found","module","Magento_Store"
"Store was not found","Store was not found","module","Magento_Store"
"Class for type ""%1"" was not declared","Class for type ""%1"" was not declared","module","Magento_Store"
"%1 should implement %2","%1 should implement %2","module","Magento_Store"
"The following stores are not associated with a root category: ' . . '. For the store to be displayed in the storefront, it must be associated with a root category.","The following stores are not associated with a root category: ' . . '. For the store to be displayed in the storefront, it must be associated with a root category.","module","Magento_Store"
"Group with the same code","Group with the same code","module","Magento_Store"
"Layouts","Layouts","module","Magento_Store"
"Compiled Config","Compiled Config","module","Magento_Store"
"Compilation configuration","Compilation configuration","module","Magento_Store"
"BraintreeTwo","BraintreeTwo","module","Magento_BraintreeTwo"
"&nbsp;","&nbsp;","module","Magento_BraintreeTwo"
"Child product does not have attribute value %1","Child product does not have attribute value %1","module","Magento_ConfigurableProduct"
"Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","module","Magento_ConfigurableProduct"
"Special Price","Special Price","module","Magento_ConfigurableProduct"
"Regular Price","Regular Price","module","Magento_ConfigurableProduct"
"Choose this option to delete and replace extension data for all past configurations.","Choose this option to delete and replace extension data for all past configurations.","module","Magento_ConfigurableProduct"
"When you remove or add an attribute, we automatically update all configurations and you will need to recreate current configurations manually.","When you remove or add an attribute, we automatically update all configurations and you will need to recreate current configurations manually.","module","Magento_ConfigurableProduct"
"Buy %1 for %2 each and","Buy %1 for %2 each and","module","Magento_ConfigurableProduct"
"save","save","module","Magento_ConfigurableProduct"
"There is no such data mapper ""%1"" for interface %2","There is no such data mapper ""%1"" for interface %2","module","Magento_Elasticsearch"
"Data mapper ""%1"" must implement interface %2","Data mapper ""%1"" must implement interface %2","module","Magento_Elasticsearch"
"Elasticsearch Server Timeout","Elasticsearch Server Timeout","module","Magento_Elasticsearch"
"Consumer Key","Consumer Key","module","Magento_Integration"
"Consumer Secret","Consumer Secret","module","Magento_Integration"
"Access Token","Access Token","module","Magento_Integration"
"Access Token Secret","Access Token Secret","module","Magento_Integration"
"title","title","module","Magento_Integration"
"OAuth","OAuth","module","Magento_Integration"
"Access Token Expiration","Access Token Expiration","module","Magento_Integration"
"Customer Token Lifetime (hours)","Customer Token Lifetime (hours)","module","Magento_Integration"
"Admin Token Lifetime (hours)","Admin Token Lifetime (hours)","module","Magento_Integration"
"Authentication Locks","Authentication Locks","module","Magento_Integration"
"Maximum Login Failures to Lock Out Account","Maximum Login Failures to Lock Out Account","module","Magento_Integration"
"Lockout Time (seconds)","Lockout Time (seconds)","module","Magento_Integration"
"Use Deferred Stock Update","Use Deferred Stock Update","module","Magento_ScalableInventory"
"FPT","FPT","module","Magento_Weee"
"label_value","label_value","module","Magento_Weee"
"Edit System Template","Edit System Template","module","Magento_Email"
"VAT Number","VAT Number","module","Magento_Email"
"We're sorry, an error has occurred while generating this content.","We're sorry, an error has occurred while generating this content.","module","Magento_Email"
"Invalid XML in file %1:\n%2","Invalid XML in file %1:\n%2","module","Magento_Ui"
"There are {placeholder} messages requires your attention.","There are {placeholder} messages requires your attention.","module","Magento_Ui"
"from","from","module","Magento_Ui"
"Please enter a valid integer in this field.","Please enter a valid integer in this field.","module","Magento_Ui"
"Please enter valid email addresses, separated by commas. For example, johndoe@domain.com, johnsmith@domain.com.","Please enter valid email addresses, separated by commas. For example, johndoe@domain.com, johnsmith@domain.com.","module","Magento_Ui"
"Label Button 2","Label Button 2","module","Magento_Ui"
"Label Actions One","Label Actions One","module","Magento_Ui"
"Label Actions Two","Label Actions Two","module","Magento_Ui"
"Some Dynamic Actions","Some Dynamic Actions","module","Magento_Ui"
"settings/label","settings/label","module","Magento_Ui"
"settings/confirm/title","settings/confirm/title","module","Magento_Ui"
"settings/confirm/message","settings/confirm/message","module","Magento_Ui"
"settings/callback/provider","settings/callback/provider","module","Magento_Ui"
"settings/callback/target","settings/callback/target","module","Magento_Ui"
"settings/newViewLabel","settings/newViewLabel","module","Magento_Ui"
"settings/title","settings/title","module","Magento_Ui"
"settings/description","settings/description","module","Magento_Ui"
"settings/addButtonLabel","settings/addButtonLabel","module","Magento_Ui"
"formElements/*[name(.)=../../@formElement]/settings/description","formElements/*[name(.)=../../@formElement]/settings/description","module","Magento_Ui"
"formElements/*[name(.)=../../@formElement]/settings/caption","formElements/*[name(.)=../../@formElement]/settings/caption","module","Magento_Ui"
"formElements/*[name(.)=../../@formElement]/settings/title","formElements/*[name(.)=../../@formElement]/settings/title","module","Magento_Ui"
"settings/placeholder","settings/placeholder","module","Magento_Ui"
"settings/caption","settings/caption","module","Magento_Ui"
"settings/subTitle","settings/subTitle","module","Magento_Ui"
"settings/visible","settings/visible","module","Magento_Ui"
"settings/showLabel","settings/showLabel","module","Magento_Ui"
"settings/breakLine","settings/breakLine","module","Magento_Ui"
"settings/required","settings/required","module","Magento_Ui"
"settings/size","settings/size","module","Magento_Ui"
"settings/notice","settings/notice","module","Magento_Ui"
"settings/tooltip/description","settings/tooltip/description","module","Magento_Ui"
"settings/addBefore","settings/addBefore","module","Magento_Ui"
"settings/addAfter","settings/addAfter","module","Magento_Ui"
"Please select a file.","Please select a file.","module","Magento_Ui"
"Please select one of the options.","Please select one of the options.","module","Magento_Ui"
"Please enter a value less than or equal to %s.","Please enter a value less than or equal to %s.","module","Magento_Ui"
"Please enter a value greater than or equal to %s.","Please enter a value greater than or equal to %s.","module","Magento_Ui"
"Please enter a valid date (ISO).","Please enter a valid date (ISO).","module","Magento_Ui"
"Please enter only digits.","Please enter only digits.","module","Magento_Ui"
"InvalidArgumentException","InvalidArgumentException","module","Magento_MultipleWishlist"
"Create Wish List","Create Wish List","module","Magento_MultipleWishlist"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page.","module","Magento_Invitation"
"Please correct the value for ""%1"" parameter, otherwise we'll use the saved value instead.","Please correct the value for ""%1"" parameter, otherwise we'll use the saved value instead.","module","Magento_Invitation"
"Invitation","Invitation","module","Magento_Invitation"
"%1 x %2","%1 x %2","module","Magento_Bundle"
